#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
Ndairenensis	492_76570	h	Ndairenensis	495_223214	h	1
Knaganishii	1961_170864	h	Knaganishii	1962_140851	h	1
Kafricana	1961_170863	h	Kafricana	1962_140850	h	1
Scerevisiae	1961_170860	h	Scerevisiae	1962_140839	h	1
Cglabrata	1961_170859	h	Cglabrata	1962_140838	h	1
Ndairenensis	436_222969	t	Ndairenensis	437_46849	h	1
Scerevisiae	436_222920	t	Scerevisiae	437_46841	h	1
Kafricana	436_222906	t	Kafricana	437_46845	h	1
Cglabrata	1750_27065	h	Cglabrata	2450_219225	h	1
Scerevisiae	2004_137930	t	Scerevisiae	2005_218060	t	1
Knaganishii	339_138647	t	Knaganishii	1486_189246	t	1
Knaganishii	1517_200659	h	Knaganishii	1518_119297	h	1
Scerevisiae	1517_200654	h	Scerevisiae	1518_119316	h	1
Cglabrata	1517_200653	h	Cglabrata	1518_119292	h	1
Kafricana	1517_200641	h	Kafricana	1518_119333	h	1
Ndairenensis	1517_200633	h	Ndairenensis	1518_119336	h	1
Kafricana	3791_17457	t	Kafricana	3792_47058	t	1
Cglabrata	3791_17452	t	Cglabrata	3792_47064	t	1
Ndairenensis	3791_17448	t	Ndairenensis	3792_47042	t	1
Scerevisiae	3791_17443	t	Scerevisiae	3792_47053	t	1
Knaganishii	3791_17425	t	Knaganishii	3792_47069	t	1
Knaganishii	309_140694	t	Knaganishii	950_117510	t	1
Kafricana	309_140693	t	Kafricana	950_117509	t	1
Ndairenensis	2797_210646	t	Ndairenensis	3349_35994	h	1
Knaganishii	2797_210643	t	Knaganishii	3349_35991	h	1
Kafricana	2797_210642	t	Kafricana	3349_35990	h	1
node_10	2797_210641	t	node_10	3349_35989	h	1
Cglabrata	2797_210638	t	Cglabrata	3349_35986	h	1
Cglabrata	911_105749	t	Cglabrata	1814_155158	t	1
Knaganishii	4041_184663	h	Knaganishii	4964_59379	t	1
Scerevisiae	4041_184656	h	Scerevisiae	4964_59360	t	1
Knaganishii	546_204043	t	Knaganishii	557_96283	h	1
Kafricana	546_204042	t	Kafricana	557_96262	h	1
Scerevisiae	546_204039	t	Scerevisiae	557_96257	h	1
Cglabrata	546_204038	t	Cglabrata	557_96256	h	1
node_8	546_204037	t	node_8	557_96255	h	1
Scerevisiae	934_94838	h	Scerevisiae	3877_187849	h	1
Scerevisiae	4317_142842	h	Scerevisiae	4318_193945	h	1
Cglabrata	4317_142841	h	Cglabrata	4318_193928	h	1
Ndairenensis	4317_142827	h	Ndairenensis	4318_193955	h	1
Ndairenensis	4317_142826	h	Ndairenensis	4318_193956	h	1
Ndairenensis	4317_142825	h	Ndairenensis	4318_193954	h	1
Knaganishii	4317_142822	h	Knaganishii	4318_193912	h	1
Knaganishii	4317_142821	h	Knaganishii	4318_193913	h	1
Kafricana	4317_142819	h	Kafricana	4318_193949	h	1
node_9	4317_142817	h	node_9	4318_193946	h	1
Scerevisiae	1705_171976	t	Scerevisiae	4342_109832	t	1
Scerevisiae	1027_107209	t	Scerevisiae	2594_206555	t	1
Cglabrata	1027_107208	t	Cglabrata	2594_206564	t	1
Ndairenensis	178_132608	t	Ndairenensis	1390_83258	h	1
Knaganishii	4358_190137	t	Knaganishii	4364_19946	h	1
Cglabrata	4358_190132	t	Cglabrata	4364_19941	h	1
Kafricana	4358_190121	t	Kafricana	4364_19936	h	1
Scerevisiae	4358_190111	t	Scerevisiae	4364_19950	h	1
Ndairenensis	4358_190099	t	Ndairenensis	4364_19955	h	1
Scerevisiae	3286_173176	h	Scerevisiae	3288_154533	t	1
Knaganishii	3286_173168	h	Knaganishii	3288_154498	t	1
Ndairenensis	3286_173159	h	Ndairenensis	3288_154550	t	1
Kafricana	3286_173156	h	Kafricana	3288_154522	t	1
Ndairenensis	1643_208004	h	Ndairenensis	1654_40550	t	1
Scerevisiae	1643_207997	h	Scerevisiae	1654_40543	t	1
Cglabrata	1643_207996	h	Cglabrata	1654_40542	t	1
Kafricana	1506_173540	h	Kafricana	4885_145920	t	1
Ndairenensis	4546_12091	h	Ndairenensis	4581_176952	t	1
Scerevisiae	4546_12086	h	Scerevisiae	4581_176940	t	1
Kafricana	4546_12077	h	Kafricana	4581_176959	t	1
Knaganishii	4546_12042	h	Knaganishii	4581_176892	t	1
Ndairenensis	687_5781	t	Ndairenensis	2375_170684	h	1
Knaganishii	687_5778	t	Knaganishii	2375_170676	h	1
Kafricana	687_5777	t	Kafricana	2375_170675	h	1
Ndairenensis	981_216875	t	Ndairenensis	982_61352	h	1
Scerevisiae	981_216863	t	Scerevisiae	982_61345	h	1
Kafricana	981_216838	t	Kafricana	982_61348	h	1
Scerevisiae	3153_86063	h	Scerevisiae	3154_108339	h	1
Cglabrata	3153_86062	h	Cglabrata	3154_108338	h	1
Kafricana	3153_86051	h	Kafricana	3154_108342	h	1
Ndairenensis	3153_86038	h	Ndairenensis	3154_108346	h	1
Knaganishii	3153_86023	h	Knaganishii	3154_108343	h	1
Ndairenensis	750_203338	h	Ndairenensis	751_216307	t	1
Knaganishii	750_203335	h	Knaganishii	751_216278	t	1
Kafricana	750_203334	h	Kafricana	751_216294	t	1
Scerevisiae	750_203331	h	Scerevisiae	751_216289	t	1
Cglabrata	750_203330	h	Cglabrata	751_216288	t	1
node_8	750_203329	h	node_8	751_216287	t	1
Cglabrata	276_24020	t	Cglabrata	278_81627	h	1
Knaganishii	1716_45758	h	Knaganishii	1717_73535	h	1
Cglabrata	1716_45754	h	Cglabrata	1717_73503	h	1
Kafricana	1716_45741	h	Kafricana	1717_73511	h	1
Scerevisiae	1716_45736	h	Scerevisiae	1717_73507	h	1
Ndairenensis	1716_45728	h	Ndairenensis	1717_73514	h	1
Cglabrata	105_70909	h	Cglabrata	4536_18237	t	1
Ndairenensis	1437_212521	h	Ndairenensis	1439_113044	h	1
Knaganishii	1437_212518	h	Knaganishii	1439_113023	h	1
Kafricana	1437_212517	h	Kafricana	1439_113055	h	1
Scerevisiae	1437_212514	h	Scerevisiae	1439_113039	h	1
Knaganishii	3113_48879	t	Knaganishii	3441_172610	t	1
Ndairenensis	3113_48870	t	Ndairenensis	3441_172613	t	1
Kafricana	3113_48867	t	Kafricana	3441_172609	t	1
Scerevisiae	3113_48847	t	Scerevisiae	3441_172606	t	1
Knaganishii	1744_74533	t	Knaganishii	1745_36976	h	1
Kafricana	1744_74532	t	Kafricana	1745_36969	h	1
Scerevisiae	1744_74529	t	Scerevisiae	1745_36964	h	1
Cglabrata	1744_74528	t	Cglabrata	1745_36963	h	1
node_8	1744_74527	t	node_8	1745_36962	h	1
Ndairenensis	72_98241	t	Ndairenensis	73_127562	h	1
Knaganishii	72_98238	t	Knaganishii	73_127559	h	1
Kafricana	72_98237	t	Kafricana	73_127558	h	1
node_10	72_98236	t	node_10	73_127557	h	1
Scerevisiae	72_98234	t	Scerevisiae	73_127580	h	1
Cglabrata	72_98223	t	Cglabrata	73_127579	h	1
Ndairenensis	1814_155165	t	Ndairenensis	4216_219454	t	1
Scerevisiae	4787_62732	t	Scerevisiae	4788_127941	h	1
Kafricana	116_102618	t	Kafricana	119_140803	t	1
Cglabrata	2822_208478	t	Cglabrata	2823_99217	t	1
Ndairenensis	2822_208468	t	Ndairenensis	2823_99207	t	1
Scerevisiae	2822_208463	t	Scerevisiae	2823_99218	t	1
Kafricana	2822_208451	t	Kafricana	2823_99222	t	1
Knaganishii	2822_208440	t	Knaganishii	2823_99223	t	1
Knaganishii	664_206523	t	Knaganishii	2875_155092	t	1
Cglabrata	664_206518	t	Cglabrata	2875_155087	t	1
Ndairenensis	664_206514	t	Ndairenensis	2875_155106	t	1
Kafricana	664_206504	t	Kafricana	2875_155078	t	1
Scerevisiae	664_206499	t	Scerevisiae	2875_155101	t	1
Scerevisiae	75_143364	t	Scerevisiae	76_211253	t	1
Ndairenensis	4024_34187	h	Ndairenensis	4938_6968	h	1
Knaganishii	4024_34162	h	Knaganishii	4938_6965	h	1
Kafricana	4024_34161	h	Kafricana	4938_7007	h	1
Ndairenensis	518_224220	t	Ndairenensis	522_21840	t	1
Knaganishii	1231_4521	t	Knaganishii	3507_68107	h	1
Cglabrata	1231_4516	t	Cglabrata	3507_68102	h	1
Kafricana	1231_4478	t	Kafricana	3507_68095	h	1
Knaganishii	156_210188	h	Knaganishii	4067_3498	h	1
Kafricana	156_210187	h	Kafricana	4067_3445	h	1
Kafricana	3205_230304	h	Kafricana	4505_133893	h	1
Knaganishii	3205_230296	h	Knaganishii	4505_133871	h	1
Ndairenensis	1934_189013	t	Ndairenensis	4812_4726	h	1
Ndairenensis	316_197313	t	Ndairenensis	2698_37511	t	1
Knaganishii	2913_121844	t	Knaganishii	5004_104273	h	1
Ndairenensis	3019_99638	h	Ndairenensis	4615_33275	t	1
Kafricana	3019_99635	h	Kafricana	4615_33284	t	1
Kafricana	3019_99615	h	Kafricana	4615_33283	t	1
Kafricana	601_13043	t	Kafricana	2399_124573	t	1
Cglabrata	950_117505	h	Cglabrata	968_175569	h	1
Ndairenensis	2710_86773	t	Ndairenensis	2711_94158	h	1
Kafricana	2710_86769	t	Kafricana	2711_94155	h	1
Scerevisiae	2710_86766	t	Scerevisiae	2711_94151	h	1
Cglabrata	2710_86759	t	Cglabrata	2711_94150	h	1
Ndairenensis	1087_167740	t	Ndairenensis	4426_176141	t	1
Knaganishii	1087_167737	t	Knaganishii	4426_176138	t	1
Kafricana	1087_167736	t	Kafricana	4426_176137	t	1
node_10	1087_167735	t	node_10	4426_176136	t	1
Cglabrata	1087_167732	t	Cglabrata	4426_176134	t	1
Ndairenensis	638_207154	t	Ndairenensis	639_195808	h	1
Kafricana	638_207151	t	Kafricana	639_195805	h	1
Scerevisiae	638_207141	t	Scerevisiae	639_195801	h	1
Knaganishii	638_207134	t	Knaganishii	639_195792	h	1
Cglabrata	638_207129	t	Cglabrata	639_195787	h	1
Scerevisiae	3154_108339	t	Scerevisiae	3155_80817	h	1
Cglabrata	3154_108338	t	Cglabrata	3155_80816	h	1
Ndairenensis	1570_94342	h	Ndairenensis	1572_94217	t	1
Ndairenensis	1073_176313	t	Ndairenensis	3094_6659	h	1
Ndairenensis	520_208153	t	Ndairenensis	523_211892	h	1
Kafricana	520_208150	t	Kafricana	523_211888	h	1
node_9	520_208147	t	node_9	523_211886	h	1
Scerevisiae	520_208133	t	Scerevisiae	523_211870	h	1
Knaganishii	520_208120	t	Knaganishii	523_211889	h	1
Cglabrata	126_2934	t	Cglabrata	1016_145088	h	1
Ndairenensis	2805_175718	t	Ndairenensis	3525_179011	t	1
Knaganishii	2805_175715	t	Knaganishii	3525_179008	t	1
Kafricana	2805_175714	t	Kafricana	3525_179007	t	1
node_10	2805_175713	t	node_10	3525_179006	t	1
node_9	2805_175712	t	node_9	3525_179005	t	1
Ndairenensis	3737_67105	t	Ndairenensis	3898_86802	h	1
Kafricana	3737_67102	t	Kafricana	3898_86798	h	1
Knaganishii	3737_67083	t	Knaganishii	3898_86799	h	1
Knaganishii	2348_112825	h	Knaganishii	2349_32216	h	1
Kafricana	2348_112824	h	Kafricana	2349_32215	h	1
Ndairenensis	147_177848	h	Ndairenensis	148_15547	h	1
Knaganishii	147_177845	h	Knaganishii	148_15544	h	1
Kafricana	147_177844	h	Kafricana	148_15543	h	1
node_10	147_177843	h	node_10	148_15542	h	1
node_9	147_177842	h	node_9	148_15541	h	1
Scerevisiae	147_177841	h	Scerevisiae	148_15540	h	1
Cglabrata	147_177840	h	Cglabrata	148_15539	h	1
node_8	147_177839	h	node_8	148_15538	h	1
node_7	147_177838	h	node_7	148_15537	h	1
Kafricana	384_96062	t	Kafricana	1110_92314	t	1
Kafricana	1323_28724	h	Kafricana	1324_111677	h	1
Cglabrata	1323_28720	h	Cglabrata	1324_111666	h	1
Knaganishii	1323_28716	h	Knaganishii	1324_111678	h	1
Scerevisiae	1323_28711	h	Scerevisiae	1324_111667	h	1
Cglabrata	3721_6743	t	Cglabrata	4413_114596	t	1
Knaganishii	3212_136804	h	Knaganishii	3213_79406	t	1
Kafricana	3212_136803	h	Kafricana	3213_79375	t	1
Scerevisiae	3212_136785	h	Scerevisiae	3213_79371	t	1
Ndairenensis	3691_41037	h	Ndairenensis	4284_191490	t	1
Knaganishii	3691_41034	h	Knaganishii	4284_191456	t	1
Kafricana	3691_41033	h	Kafricana	4284_191487	t	1
Ndairenensis	3641_34140	h	Ndairenensis	3642_34943	t	1
Scerevisiae	3641_34135	h	Scerevisiae	3642_34938	t	1
Ndairenensis	3450_34083	t	Ndairenensis	3451_21677	h	1
Knaganishii	3450_34080	t	Knaganishii	3451_21690	h	1
Scerevisiae	3450_34076	t	Scerevisiae	3451_21672	h	1
Cglabrata	3450_34065	t	Cglabrata	3451_21671	h	1
Scerevisiae	2767_121770	t	Scerevisiae	2768_16042	t	1
Kafricana	1231_4478	h	Kafricana	4842_154352	h	1
Ndairenensis	2101_222169	t	Ndairenensis	2103_225805	t	1
Knaganishii	2101_222166	t	Knaganishii	2103_225784	t	1
Cglabrata	187_11066	h	Cglabrata	1132_157137	h	1
Ndairenensis	1500_190497	h	Ndairenensis	1997_26535	h	1
Kafricana	1500_190491	h	Kafricana	1997_26532	h	1
Knaganishii	1500_190481	h	Knaganishii	1997_26505	h	1
Knaganishii	287_69928	t	Knaganishii	289_73678	h	1
Kafricana	287_69897	t	Kafricana	289_73677	h	1
Scerevisiae	287_69893	t	Scerevisiae	289_73674	h	1
Ndairenensis	268_154865	t	Ndairenensis	571_58849	h	1
Kafricana	268_154849	t	Kafricana	571_58858	h	1
Knaganishii	2428_120880	t	Knaganishii	2928_230162	t	1
Cglabrata	1724_145866	h	Cglabrata	1727_221184	t	1
Ndairenensis	3953_188404	t	Ndairenensis	3954_67206	t	1
Knaganishii	3953_188401	t	Knaganishii	3954_67203	t	1
Kafricana	3953_188400	t	Kafricana	3954_67217	t	1
Scerevisiae	3953_188397	t	Scerevisiae	3954_67188	t	1
Cglabrata	3953_188396	t	Cglabrata	3954_67187	t	1
Ndairenensis	1306_138282	t	Ndairenensis	2184_78109	h	1
Knaganishii	1306_138279	t	Knaganishii	2184_78106	h	1
Kafricana	1306_138278	t	Kafricana	2184_78105	h	1
Knaganishii	1503_216536	t	Knaganishii	1504_76888	h	1
Kafricana	1503_216525	t	Kafricana	1504_76887	h	1
Ndairenensis	1503_216509	t	Ndairenensis	1504_76904	h	1
Scerevisiae	1503_216504	t	Scerevisiae	1504_76883	h	1
Cglabrata	1503_216503	t	Cglabrata	1504_76892	h	1
Scerevisiae	317_211772	h	Scerevisiae	318_215038	h	1
Cglabrata	317_211771	h	Cglabrata	318_215011	h	1
Ndairenensis	317_211758	h	Ndairenensis	318_215025	h	1
Kafricana	4299_182459	h	Kafricana	4319_217320	t	1
Knaganishii	1866_94	t	Knaganishii	3799_27824	h	1
Ndairenensis	1866_83	t	Ndairenensis	3799_27827	h	1
Kafricana	1866_71	t	Kafricana	3799_27823	h	1
Kafricana	775_114468	t	Kafricana	951_26152	h	1
Scerevisiae	2962_12973	h	Scerevisiae	2963_23946	h	1
Knaganishii	2962_12955	h	Knaganishii	2963_23937	h	1
Kafricana	2962_12954	h	Kafricana	2963_23936	h	1
Kafricana	85_175259	t	Kafricana	582_5714	h	1
Ndairenensis	2157_90730	t	Ndairenensis	2158_130882	h	1
Cglabrata	2157_90722	t	Cglabrata	2158_130907	h	1
Ndairenensis	3796_89581	h	Ndairenensis	3797_76376	t	1
Scerevisiae	3796_89576	h	Scerevisiae	3797_76369	t	1
Cglabrata	1477_234790	h	Cglabrata	2134_157404	h	1
Ndairenensis	223_9907	h	Ndairenensis	396_157909	h	1
Scerevisiae	223_9900	h	Scerevisiae	396_157895	h	1
Cglabrata	223_9899	h	Cglabrata	396_157904	h	1
Ndairenensis	4559_40607	h	Ndairenensis	4560_124927	h	1
Knaganishii	4559_40604	h	Knaganishii	4560_124916	h	1
Scerevisiae	4559_40600	h	Scerevisiae	4560_124939	h	1
Ndairenensis	936_59428	t	Ndairenensis	3876_184603	t	1
Kafricana	936_59424	t	Kafricana	3876_184594	t	1
Scerevisiae	936_59421	t	Scerevisiae	3876_184598	t	1
Cglabrata	936_59420	t	Cglabrata	3876_184589	t	1
Ndairenensis	2684_71135	h	Ndairenensis	4159_11253	h	1
Knaganishii	2684_71132	h	Knaganishii	4159_11250	h	1
Kafricana	2684_71131	h	Kafricana	4159_11249	h	1
node_10	2684_71130	h	node_10	4159_11248	h	1
Cglabrata	65_148691	h	Cglabrata	2410_141003	h	1
Scerevisiae	1018_11761	t	Scerevisiae	1019_217485	t	1
Cglabrata	1018_11748	t	Cglabrata	1019_217480	t	1
Ndairenensis	1018_11738	t	Ndairenensis	1019_217532	t	1
Kafricana	1018_11735	t	Kafricana	1019_217527	t	1
Ndairenensis	4277_234454	h	Ndairenensis	4283_218597	h	1
Knaganishii	4277_234451	h	Knaganishii	4283_218624	h	1
Kafricana	4277_234450	h	Kafricana	4283_218610	h	1
Scerevisiae	4277_234447	h	Scerevisiae	4283_218586	h	1
Cglabrata	4277_234446	h	Cglabrata	4283_218585	h	1
Ndairenensis	1030_172719	t	Ndairenensis	1031_171325	h	1
Knaganishii	1030_172684	t	Knaganishii	1031_171322	h	1
Cglabrata	1030_172678	t	Cglabrata	1031_171317	h	1
Ndairenensis	1712_43120	h	Ndairenensis	1713_32637	h	1
Kafricana	1712_43117	h	Kafricana	1713_32664	h	1
Scerevisiae	1712_43113	h	Scerevisiae	1713_32653	h	1
Knaganishii	1712_43100	h	Knaganishii	1713_32621	h	1
Kafricana	2766_32696	h	Kafricana	3541_192494	h	1
Cglabrata	3004_197197	t	Cglabrata	3761_128460	h	1
Kafricana	1732_17630	h	Kafricana	1736_145294	t	1
Scerevisiae	2826_188686	h	Scerevisiae	2827_146334	h	1
Scerevisiae	4089_152737	h	Scerevisiae	4090_101596	h	1
Cglabrata	4089_152722	h	Cglabrata	4090_101595	h	1
Cglabrata	2568_143600	t	Cglabrata	3945_114814	h	1
Scerevisiae	2181_191578	h	Scerevisiae	2182_105940	t	1
Cglabrata	7_102640	t	Cglabrata	2445_157758	t	1
Ndairenensis	3863_156552	t	Ndairenensis	3864_196330	t	1
Knaganishii	3863_156549	t	Knaganishii	3864_196321	t	1
Kafricana	3863_156548	t	Kafricana	3864_196312	t	1
Scerevisiae	3863_156545	t	Scerevisiae	3864_196325	t	1
Cglabrata	3863_156544	t	Cglabrata	3864_196316	t	1
Ndairenensis	1566_3062	t	Ndairenensis	1567_170469	t	1
Knaganishii	1566_3059	t	Knaganishii	1567_170457	t	1
Kafricana	1566_3058	t	Kafricana	1567_170480	t	1
Scerevisiae	1566_3055	t	Scerevisiae	1567_170462	t	1
Cglabrata	1566_3054	t	Cglabrata	1567_170450	t	1
Scerevisiae	1038_109462	t	Scerevisiae	1039_234612	h	1
Ndairenensis	814_197289	t	Ndairenensis	815_48388	t	1
Kafricana	814_197286	t	Kafricana	815_48385	t	1
Knaganishii	814_197280	t	Knaganishii	815_48372	t	1
Scerevisiae	814_197271	t	Scerevisiae	815_48381	t	1
Knaganishii	870_135400	h	Knaganishii	4197_142000	h	1
Cglabrata	84_156865	h	Cglabrata	2692_34025	h	1
Knaganishii	2488_33190	h	Knaganishii	4650_207097	t	1
Kafricana	2488_33189	h	Kafricana	4650_207096	t	1
node_10	2488_33188	h	node_10	4650_207095	t	1
Knaganishii	1446_12156	t	Knaganishii	1447_195433	h	1
Cglabrata	1446_12151	t	Cglabrata	1447_195452	h	1
Ndairenensis	1446_12147	t	Ndairenensis	1447_195442	h	1
Kafricana	1446_12144	t	Kafricana	1447_195432	h	1
Scerevisiae	1446_12140	t	Scerevisiae	1447_195437	h	1
Kafricana	347_39851	t	Kafricana	349_137163	h	1
Ndairenensis	103_106390	h	Ndairenensis	105_70917	t	1
Cglabrata	3625_94099	h	Cglabrata	3627_149952	t	1
Ndairenensis	2266_137287	h	Ndairenensis	2267_14194	h	1
Kafricana	2266_137274	h	Kafricana	2267_14191	h	1
Scerevisiae	2266_137238	h	Scerevisiae	2267_14187	h	1
Cglabrata	2266_137237	h	Cglabrata	2267_14173	h	1
Knaganishii	676_151175	t	Knaganishii	2386_140094	t	1
Kafricana	676_151174	t	Kafricana	2386_140078	t	1
Ndairenensis	676_151164	t	Ndairenensis	2386_140081	t	1
Scerevisiae	676_151143	t	Scerevisiae	2386_140074	t	1
Cglabrata	676_151134	t	Cglabrata	2386_140089	t	1
Ndairenensis	881_72557	t	Ndairenensis	882_18816	t	1
Knaganishii	881_72550	t	Knaganishii	882_18830	t	1
Kafricana	881_72549	t	Kafricana	882_18829	t	1
Scerevisiae	881_72545	t	Scerevisiae	882_18805	t	1
Cglabrata	881_72536	t	Cglabrata	882_18825	t	1
Knaganishii	3509_196053	t	Knaganishii	3510_14135	h	1
Kafricana	3509_196052	t	Kafricana	3510_14148	h	1
Scerevisiae	3509_196049	t	Scerevisiae	3510_14144	h	1
Cglabrata	3509_196048	t	Cglabrata	3510_14130	h	1
node_7	3509_196046	t	node_7	3510_14141	h	1
Knaganishii	3076_108013	t	Knaganishii	3078_172812	t	1
Cglabrata	1688_167200	h	Cglabrata	1723_82356	h	1
Ndairenensis	3698_113269	h	Ndairenensis	3699_43625	h	1
Kafricana	3698_113266	h	Kafricana	3699_43622	h	1
Scerevisiae	3698_113259	h	Scerevisiae	3699_43618	h	1
Cglabrata	3698_113246	h	Cglabrata	3699_43617	h	1
Knaganishii	1060_172077	h	Knaganishii	4825_59523	h	1
Kafricana	1060_172062	h	Kafricana	4825_59465	h	1
Ndairenensis	2099_62371	t	Ndairenensis	3409_88699	h	1
Scerevisiae	2306_76307	t	Scerevisiae	2307_56387	h	1
Ndairenensis	3336_124448	h	Ndairenensis	3346_111853	h	1
Knaganishii	3336_124439	h	Knaganishii	3346_111850	h	1
Kafricana	3336_124438	h	Kafricana	3346_111874	h	1
Scerevisiae	3336_124434	h	Scerevisiae	3346_111835	h	1
Cglabrata	3336_124433	h	Cglabrata	3346_111869	h	1
Ndairenensis	2590_92142	h	Ndairenensis	2599_166344	t	1
Knaganishii	2590_92139	h	Knaganishii	2599_166341	t	1
Kafricana	2590_92138	h	Kafricana	2599_166340	t	1
node_10	2590_92137	h	node_10	2599_166339	t	1
Scerevisiae	2590_92135	h	Scerevisiae	2599_166337	t	1
Cglabrata	2590_92134	h	Cglabrata	2599_166336	t	1
Cglabrata	3208_98864	t	Cglabrata	4824_90493	t	1
Ndairenensis	246_49486	t	Ndairenensis	3638_123562	t	1
Kafricana	246_49483	t	Kafricana	3638_123536	t	1
Ndairenensis	374_131244	t	Ndairenensis	2544_228052	h	1
Knaganishii	374_131241	t	Knaganishii	2544_228033	h	1
Kafricana	374_131240	t	Kafricana	2544_228020	h	1
Scerevisiae	793_187443	t	Scerevisiae	794_170986	t	1
Ndairenensis	793_187429	t	Ndairenensis	794_170991	t	1
Knaganishii	793_187426	t	Knaganishii	794_170963	t	1
Kafricana	793_187425	t	Kafricana	794_171004	t	1
Cglabrata	793_187416	t	Cglabrata	794_170999	t	1
Cglabrata	733_14531	h	Cglabrata	738_5105	h	1
Ndairenensis	4026_104552	t	Ndairenensis	4027_59317	t	1
Kafricana	4026_104549	t	Kafricana	4027_59293	t	1
Scerevisiae	4026_104545	t	Scerevisiae	4027_59303	t	1
Knaganishii	4026_104541	t	Knaganishii	4027_59294	t	1
Cglabrata	4026_104536	t	Cglabrata	4027_59312	t	1
Ndairenensis	602_109189	t	Ndairenensis	805_85006	h	1
Kafricana	602_109182	t	Kafricana	805_85002	h	1
Knaganishii	602_109167	t	Knaganishii	805_85003	h	1
Kafricana	1710_132378	t	Kafricana	4304_154761	t	1
Cglabrata	1710_132374	t	Cglabrata	4304_154757	t	1
Ndairenensis	1058_145342	h	Ndairenensis	4824_90509	h	1
Knaganishii	1058_145339	h	Knaganishii	4824_90474	h	1
Kafricana	1058_145338	h	Kafricana	4824_90520	h	1
Ndairenensis	1058_145331	h	Ndairenensis	4824_90499	h	1
Ndairenensis	2798_116146	h	Ndairenensis	3377_151883	t	1
Scerevisiae	1141_205952	t	Scerevisiae	1142_165497	t	1
Cglabrata	1141_205951	t	Cglabrata	1142_165488	t	1
Knaganishii	3232_61087	h	Knaganishii	4528_132972	t	1
Kafricana	3232_61086	h	Kafricana	4528_132998	t	1
Scerevisiae	3232_61082	h	Scerevisiae	4528_132967	t	1
Cglabrata	3232_61081	h	Cglabrata	4528_132947	t	1
Ndairenensis	3232_61072	h	Ndairenensis	4528_132962	t	1
Ndairenensis	2836_23036	h	Ndairenensis	2837_34673	h	1
Scerevisiae	2836_23029	h	Scerevisiae	2837_34666	h	1
Cglabrata	1707_104744	h	Cglabrata	3729_50429	h	1
Ndairenensis	3256_119275	t	Ndairenensis	3895_70404	t	1
Ndairenensis	398_102953	h	Ndairenensis	399_97146	t	1
Cglabrata	398_102939	h	Cglabrata	399_97116	t	1
Knaganishii	398_102927	h	Knaganishii	399_97143	t	1
Kafricana	398_102926	h	Kafricana	399_97142	t	1
Scerevisiae	398_102923	h	Scerevisiae	399_97139	t	1
Ndairenensis	1537_223659	h	Ndairenensis	3320_126195	h	1
Ndairenensis	816_56195	h	Ndairenensis	1300_187135	t	1
Scerevisiae	2163_44531	t	Scerevisiae	2164_35667	h	1
Cglabrata	2163_44530	t	Cglabrata	2164_35691	h	1
Cglabrata	2155_174960	h	Cglabrata	3331_17958	h	1
Ndairenensis	2730_22253	t	Ndairenensis	2732_22431	t	1
Kafricana	915_232246	h	Kafricana	1131_179807	t	1
Scerevisiae	2559_214710	t	Scerevisiae	3666_166742	t	1
Knaganishii	62_27774	t	Knaganishii	64_181861	h	1
Scerevisiae	62_27770	t	Scerevisiae	64_181857	h	1
Ndairenensis	300_59101	h	Ndairenensis	302_229721	t	1
Knaganishii	300_59098	h	Knaganishii	302_229759	t	1
Kafricana	300_59097	h	Kafricana	302_229748	t	1
Scerevisiae	300_59094	h	Scerevisiae	302_229726	t	1
Cglabrata	300_59093	h	Cglabrata	302_229732	t	1
Scerevisiae	1509_38202	t	Scerevisiae	1510_229356	t	1
Scerevisiae	2239_49911	h	Scerevisiae	2249_225185	h	1
Cglabrata	2239_49902	h	Cglabrata	2249_225202	h	1
Ndairenensis	1193_6500	t	Ndairenensis	1194_200685	h	1
Knaganishii	1193_6493	t	Knaganishii	1194_200682	h	1
Kafricana	1193_6490	t	Kafricana	1194_200681	h	1
Scerevisiae	1193_6485	t	Scerevisiae	1194_200678	h	1
Ndairenensis	1927_129648	h	Ndairenensis	2011_81171	t	1
Cglabrata	338_29658	t	Cglabrata	3459_199293	t	1
Knaganishii	338_29651	t	Knaganishii	3459_199278	t	1
Kafricana	338_29650	t	Kafricana	3459_199277	t	1
Ndairenensis	338_29637	t	Ndairenensis	3459_199281	t	1
Kafricana	667_194324	t	Kafricana	2687_114383	h	1
Ndairenensis	1805_47325	h	Ndairenensis	1814_155165	h	1
Ndairenensis	2192_207550	t	Ndairenensis	2193_10183	t	1
Kafricana	2192_207547	t	Kafricana	2193_10180	t	1
Scerevisiae	2192_207543	t	Scerevisiae	2193_10198	t	1
Knaganishii	2192_207528	t	Knaganishii	2193_10193	t	1
Scerevisiae	2958_164507	t	Scerevisiae	3850_107166	h	1
Ndairenensis	1870_179876	t	Ndairenensis	2324_153095	h	1
Knaganishii	3515_197550	t	Knaganishii	3517_69964	h	1
Kafricana	3515_197549	t	Kafricana	3517_69973	h	1
Ndairenensis	3515_197540	t	Ndairenensis	3517_69954	h	1
Ndairenensis	3720_162014	h	Ndairenensis	3914_157099	h	1
Knaganishii	3720_162011	h	Knaganishii	3914_157095	h	1
Kafricana	3720_162010	h	Kafricana	3914_157093	h	1
Cglabrata	2045_181320	h	Cglabrata	2727_22390	t	1
