#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
Zrouxii	1759_79298	h	Zrouxii	4700_127981	t	1
Tdelbrueckii	1759_79294	h	Tdelbrueckii	4700_127982	t	1
Klactis	1759_79288	h	Klactis	4700_127978	t	1
Egossypii	1759_79287	h	Egossypii	4700_127977	t	1
Ecymbalariae	1759_79286	h	Ecymbalariae	4700_127976	t	1
node_3	1759_79285	h	node_3	4700_127975	t	1
node_2	1759_79284	h	node_2	4700_127974	t	1
Lthermotolerans	1759_79282	h	Lthermotolerans	4700_127972	t	1
Ndairenensis	605_16071	h	Ndairenensis	4910_18326	h	1
Ncastellii	605_16070	h	Ncastellii	4910_18325	h	1
Knaganishii	605_16068	h	Knaganishii	4910_18344	h	1
Kafricana	605_16067	h	Kafricana	4910_18313	h	1
Scerevisiae	605_16064	h	Scerevisiae	4910_18308	h	1
Cglabrata	605_16063	h	Cglabrata	4910_18339	h	1
Tdelbrueckii	605_16059	h	Tdelbrueckii	4910_18333	h	1
Zrouxii	605_16058	h	Zrouxii	4910_18318	h	1
Klactis	605_16055	h	Klactis	4910_18298	h	1
Egossypii	605_16054	h	Egossypii	4910_18297	h	1
Ecymbalariae	605_16053	h	Ecymbalariae	4910_18296	h	1
node_3	605_16052	h	node_3	4910_18295	h	1
node_2	605_16051	h	node_2	4910_18294	h	1
Lkluyveri	605_16050	h	Lkluyveri	4910_18293	h	1
Lthermotolerans	605_16049	h	Lthermotolerans	4910_18292	h	1
node_1	605_16048	h	node_1	4910_18291	h	1
node_0	605_16047	h	node_0	4910_18290	h	1
Ndairenensis	257_57445	h	Ndairenensis	259_44470	h	1
Ncastellii	257_57444	h	Ncastellii	259_44469	h	1
node_11	257_57443	h	node_11	259_44468	h	1
Kafricana	257_57442	h	Kafricana	259_44467	h	1
Scerevisiae	257_57438	h	Scerevisiae	259_44463	h	1
Cglabrata	257_57437	h	Cglabrata	259_44448	h	1
Tblattae	2029_182564	t	Tblattae	2647_227315	h	1
Tphaffii	2029_182563	t	Tphaffii	2647_227314	h	1
Zrouxii	2029_182538	t	Zrouxii	2647_227299	h	1
Klactis	2029_182535	t	Klactis	2647_227296	h	1
Egossypii	2029_182534	t	Egossypii	2647_227295	h	1
Ecymbalariae	2029_182533	t	Ecymbalariae	2647_227294	h	1
node_3	2029_182532	t	node_3	2647_227293	h	1
node_2	2029_182531	t	node_2	2647_227292	h	1
Lkluyveri	2029_182530	t	Lkluyveri	2647_227291	h	1
Lthermotolerans	2029_182529	t	Lthermotolerans	2647_227290	h	1
node_1	2029_182528	t	node_1	2647_227289	h	1
Tphaffii	1576_110877	t	Tphaffii	4887_53965	h	1
Tdelbrueckii	1576_110863	t	Tdelbrueckii	4887_53931	h	1
Tphaffii	4227_212022	h	Tphaffii	4232_35255	t	1
Kafricana	4227_212020	h	Kafricana	4232_35267	t	1
Ndairenensis	4227_212010	h	Ndairenensis	4232_35239	t	1
Ncastellii	4227_212009	h	Ncastellii	4232_35238	t	1
Scerevisiae	4227_212005	h	Scerevisiae	4232_35263	t	1
Cglabrata	4227_211989	h	Cglabrata	4232_35252	t	1
Scerevisiae	78_159693	t	Scerevisiae	79_225844	h	1
Cglabrata	78_159692	t	Cglabrata	79_225866	h	1
Ndairenensis	78_159681	t	Ndairenensis	79_225849	h	1
Ncastellii	78_159680	t	Ncastellii	79_225848	h	1
Knaganishii	78_159670	t	Knaganishii	79_225831	h	1
Kafricana	78_159669	t	Kafricana	79_225830	h	1
Tdelbrueckii	78_159661	t	Tdelbrueckii	79_225838	h	1
Egossypii	78_159656	t	Egossypii	79_225876	h	1
Ecymbalariae	78_159655	t	Ecymbalariae	79_225875	h	1
Lthermotolerans	78_159651	t	Lthermotolerans	79_225871	h	1
Klactis	78_159647	t	Klactis	79_225857	h	1
Lkluyveri	78_159644	t	Lkluyveri	79_225854	h	1
Ecymbalariae	1912_230270	t	Ecymbalariae	2362_218677	t	1
Ndairenensis	380_182270	t	Ndairenensis	4451_5154	t	1
Ncastellii	643_106581	t	Ncastellii	1772_164076	h	1
Tblattae	2139_218131	t	Tblattae	2820_59799	t	1
Tphaffii	2139_218130	t	Tphaffii	2820_59798	t	1
Tdelbrueckii	2139_218116	t	Tdelbrueckii	2820_59764	t	1
Zrouxii	2139_218115	t	Zrouxii	2820_59763	t	1
Egossypii	2139_218112	t	Egossypii	2820_59807	t	1
Ecymbalariae	2139_218111	t	Ecymbalariae	2820_59756	t	1
Lthermotolerans	2139_218107	t	Lthermotolerans	2820_59824	t	1
Klactis	2139_218103	t	Klactis	2820_59771	t	1
Lkluyveri	2139_218100	t	Lkluyveri	2820_59825	t	1
Ndairenensis	1183_164356	t	Ndairenensis	1186_78442	t	1
Ncastellii	1183_164355	t	Ncastellii	1186_78441	t	1
Knaganishii	1183_164353	t	Knaganishii	1186_78439	t	1
Kafricana	1183_164352	t	Kafricana	1186_78438	t	1
Scerevisiae	1183_164349	t	Scerevisiae	1186_78429	t	1
Cglabrata	1183_164348	t	Cglabrata	1186_78428	t	1
Tdelbrueckii	1183_164344	t	Tdelbrueckii	1186_78422	t	1
Zrouxii	1183_164343	t	Zrouxii	1186_78421	t	1
node_5	1183_164342	t	node_5	1186_78420	t	1
Klactis	1183_164340	t	Klactis	1186_78418	t	1
Egossypii	1183_164339	t	Egossypii	1186_78417	t	1
Ecymbalariae	1183_164338	t	Ecymbalariae	1186_78416	t	1
node_3	1183_164337	t	node_3	1186_78415	t	1
node_2	1183_164336	t	node_2	1186_78414	t	1
Lkluyveri	1183_164335	t	Lkluyveri	1186_78413	t	1
Lthermotolerans	1183_164334	t	Lthermotolerans	1186_78412	t	1
node_1	1183_164333	t	node_1	1186_78411	t	1
node_0	1183_164332	t	node_0	1186_78410	t	1
Tblattae	1167_28878	h	Tblattae	1856_116669	t	1
Scerevisiae	1167_28859	h	Scerevisiae	1856_116675	t	1
Ndairenensis	1167_28855	h	Ndairenensis	1856_116680	t	1
Ncastellii	1167_28854	h	Ncastellii	1856_116679	t	1
Cglabrata	1167_28848	h	Cglabrata	1856_116689	t	1
Tdelbrueckii	1167_28841	h	Tdelbrueckii	1856_116643	t	1
Zrouxii	1167_28840	h	Zrouxii	1856_116657	t	1
Klactis	1167_28837	h	Klactis	1856_116638	t	1
Egossypii	1167_28836	h	Egossypii	1856_116637	t	1
Ecymbalariae	1167_28835	h	Ecymbalariae	1856_116636	t	1
node_3	1167_28834	h	node_3	1856_116635	t	1
node_2	1167_28833	h	node_2	1856_116634	t	1
Lkluyveri	1167_28832	h	Lkluyveri	1856_116633	t	1
Lthermotolerans	1167_28831	h	Lthermotolerans	1856_116632	t	1
node_1	1167_28830	h	node_1	1856_116631	t	1
node_0	1167_28829	h	node_0	1856_116630	t	1
Cglabrata	1072_171195	h	Cglabrata	4113_227571	h	1
Tdelbrueckii	1072_171188	h	Tdelbrueckii	4113_227522	h	1
Zrouxii	1072_171187	h	Zrouxii	4113_227521	h	1
Tphaffii	1072_171183	h	Tphaffii	4113_227534	h	1
Scerevisiae	1072_171180	h	Scerevisiae	4113_227546	h	1
Ndairenensis	1072_171173	h	Ndairenensis	4113_227532	h	1
Ncastellii	1072_171172	h	Ncastellii	4113_227531	h	1
Kafricana	1072_171170	h	Kafricana	4113_227529	h	1
Klactis	1072_171158	h	Klactis	4113_227518	h	1
Lkluyveri	1072_171155	h	Lkluyveri	4113_227553	h	1
Egossypii	1072_171150	h	Egossypii	4113_227563	h	1
Ecymbalariae	1072_171149	h	Ecymbalariae	4113_227517	h	1
Knaganishii	1072_171141	h	Knaganishii	4113_227576	h	1
Ecymbalariae	1396_214219	h	Ecymbalariae	1641_61306	h	1
Tblattae	1366_186292	h	Tblattae	3826_134964	t	1
Klactis	1366_186276	h	Klactis	3826_134921	t	1
Ecymbalariae	1366_186274	h	Ecymbalariae	3826_134920	t	1
node_2	1366_186272	h	node_2	3826_134917	t	1
Lkluyveri	1366_186271	h	Lkluyveri	3826_134916	t	1
node_0	1366_186268	h	node_0	3826_134913	t	1
Cglabrata	3280_93497	h	Cglabrata	3612_189100	h	1
Ecymbalariae	3055_100376	h	Ecymbalariae	4529_11226	h	1
Tblattae	2712_210482	h	Tblattae	3047_24953	h	1
Tdelbrueckii	2712_210467	h	Tdelbrueckii	3047_24957	h	1
Zrouxii	2712_210466	h	Zrouxii	3047_24956	h	1
Klactis	2712_210463	h	Klactis	3047_24935	h	1
Knaganishii	46_87614	h	Knaganishii	1907_172174	t	1
Tphaffii	845_149059	t	Tphaffii	847_206744	t	1
Ndairenensis	845_149057	t	Ndairenensis	847_206733	t	1
Ncastellii	845_149056	t	Ncastellii	847_206732	t	1
Knaganishii	845_149054	t	Knaganishii	847_206730	t	1
Tdelbrueckii	845_149045	t	Tdelbrueckii	847_206720	t	1
Zrouxii	845_149044	t	Zrouxii	847_206719	t	1
Cglabrata	845_149041	t	Cglabrata	847_206737	t	1
Klactis	845_149031	t	Klactis	847_206716	t	1
Egossypii	845_149030	t	Egossypii	847_206715	t	1
Ecymbalariae	845_149029	t	Ecymbalariae	847_206714	t	1
node_3	845_149028	t	node_3	847_206713	t	1
node_2	845_149027	t	node_2	847_206712	t	1
Lkluyveri	845_149026	t	Lkluyveri	847_206711	t	1
Lthermotolerans	845_149025	t	Lthermotolerans	847_206710	t	1
node_1	845_149024	t	node_1	847_206709	t	1
node_0	845_149023	t	node_0	847_206708	t	1
Lkluyveri	1834_111764	h	Lkluyveri	2060_215937	h	1
Ncastellii	1834_111745	h	Ncastellii	2060_215972	h	1
Tdelbrueckii	1834_111724	h	Tdelbrueckii	2060_215955	h	1
Egossypii	1834_111695	h	Egossypii	2060_215946	h	1
Ecymbalariae	1834_111694	h	Ecymbalariae	2060_215945	h	1
Lthermotolerans	1834_111690	h	Lthermotolerans	2060_215941	h	1
Tdelbrueckii	205_136279	h	Tdelbrueckii	1048_51877	h	1
Cglabrata	205_136254	h	Cglabrata	1048_51915	h	1
Egossypii	205_136245	h	Egossypii	1048_51907	h	1
Lkluyveri	205_136240	h	Lkluyveri	1048_51897	h	1
Lthermotolerans	205_136239	h	Lthermotolerans	1048_51902	h	1
Klactis	205_136221	h	Klactis	1048_51926	h	1
Lkluyveri	999_225319	t	Lkluyveri	3058_18109	t	1
Klactis	603_186693	h	Klactis	4272_14619	t	1
Ncastellii	2797_210645	t	Ncastellii	3350_110459	h	1
Ecymbalariae	113_230599	h	Ecymbalariae	3518_209631	h	1
Tdelbrueckii	2923_80072	h	Tdelbrueckii	4781_111986	h	1
Zrouxii	2923_80071	h	Zrouxii	4781_111985	h	1
Tblattae	2923_80068	h	Tblattae	4781_112001	h	1
Klactis	2923_80052	h	Klactis	4781_111973	h	1
Egossypii	2923_80051	h	Egossypii	4781_111982	h	1
Ecymbalariae	2923_80050	h	Ecymbalariae	4781_111972	h	1
Lkluyveri	2923_80047	h	Lkluyveri	4781_111965	h	1
Cglabrata	1613_124985	h	Cglabrata	1614_166881	h	1
Knaganishii	1613_124980	h	Knaganishii	1614_166887	h	1
Scerevisiae	1613_124975	h	Scerevisiae	1614_166882	h	1
Tphaffii	1613_124967	h	Tphaffii	1614_166900	h	1
Ndairenensis	1613_124965	h	Ndairenensis	1614_166897	h	1
Ncastellii	1613_124964	h	Ncastellii	1614_166896	h	1
Tdelbrueckii	1613_124954	h	Tdelbrueckii	1614_166875	h	1
Zrouxii	1613_124953	h	Zrouxii	1614_166874	h	1
node_5	1613_124952	h	node_5	1614_166873	h	1
node_4	1613_124951	h	node_4	1614_166872	h	1
Klactis	1613_124950	h	Klactis	1614_166871	h	1
Egossypii	1613_124949	h	Egossypii	1614_166870	h	1
Ecymbalariae	1613_124948	h	Ecymbalariae	1614_166869	h	1
node_3	1613_124947	h	node_3	1614_166868	h	1
node_2	1613_124946	h	node_2	1614_166867	h	1
Lkluyveri	1613_124945	h	Lkluyveri	1614_166866	h	1
Lthermotolerans	1613_124944	h	Lthermotolerans	1614_166865	h	1
node_1	1613_124943	h	node_1	1614_166864	h	1
node_0	1613_124942	h	node_0	1614_166863	h	1
Ncastellii	1303_20848	t	Ncastellii	2114_12398	t	1
Cglabrata	1303_20841	t	Cglabrata	2114_12393	t	1
Ndairenensis	1303_20836	t	Ndairenensis	2114_12412	t	1
Ncastellii	1303_20835	t	Ncastellii	2114_12411	t	1
Knaganishii	1303_20833	t	Knaganishii	2114_12409	t	1
Kafricana	1303_20832	t	Kafricana	2114_12408	t	1
Tphaffii	1303_20823	t	Tphaffii	2114_12385	t	1
Tdelbrueckii	1303_20814	t	Tdelbrueckii	2114_12376	t	1
Zrouxii	1303_20813	t	Zrouxii	2114_12375	t	1
Klactis	1303_20810	t	Klactis	2114_12371	t	1
Egossypii	1303_20809	t	Egossypii	2114_12370	t	1
Ecymbalariae	1303_20808	t	Ecymbalariae	2114_12369	t	1
node_3	1303_20807	t	node_3	2114_12368	t	1
node_2	1303_20806	t	node_2	2114_12367	t	1
Lkluyveri	1303_20805	t	Lkluyveri	2114_12366	t	1
Lthermotolerans	1303_20804	t	Lthermotolerans	2114_12365	t	1
node_1	1303_20803	t	node_1	2114_12364	t	1
node_0	1303_20802	t	node_0	2114_12363	t	1
Tblattae	4641_231885	h	Tblattae	4645_108260	h	1
Tphaffii	4641_231884	h	Tphaffii	4645_108259	h	1
Ndairenensis	4641_231882	h	Ndairenensis	4645_108271	h	1
Ncastellii	4641_231881	h	Ncastellii	4645_108270	h	1
Knaganishii	4641_231879	h	Knaganishii	4645_108268	h	1
Kafricana	4641_231878	h	Kafricana	4645_108250	h	1
Scerevisiae	4641_231875	h	Scerevisiae	4645_108245	h	1
Tdelbrueckii	4641_231870	h	Tdelbrueckii	4645_108238	h	1
Zrouxii	4641_231869	h	Zrouxii	4645_108237	h	1
node_5	4641_231868	h	node_5	4645_108236	h	1
node_4	4641_231867	h	node_4	4645_108235	h	1
Klactis	4641_231866	h	Klactis	4645_108234	h	1
Egossypii	4641_231865	h	Egossypii	4645_108229	h	1
Ecymbalariae	4641_231864	h	Ecymbalariae	4645_108228	h	1
Lkluyveri	4641_231861	h	Lkluyveri	4645_108224	h	1
Lthermotolerans	4641_231860	h	Lthermotolerans	4645_108223	h	1
Egossypii	2929_108878	t	Egossypii	4251_81901	h	1
Knaganishii	4961_19662	t	Knaganishii	4965_5840	t	1
Tblattae	1801_184157	h	Tblattae	1802_220456	h	1
Tphaffii	1801_184154	h	Tphaffii	1802_220443	h	1
Ncastellii	1801_184133	h	Ncastellii	1802_220424	h	1
Scerevisiae	1801_184127	h	Scerevisiae	1802_220463	h	1
Cglabrata	1801_184126	h	Cglabrata	1802_220462	h	1
Scerevisiae	1313_88003	h	Scerevisiae	1314_35385	t	1
Cglabrata	1313_87989	h	Cglabrata	1314_35384	t	1
Tphaffii	4008_90587	t	Tphaffii	4010_73580	h	1
Tdelbrueckii	1168_131715	h	Tdelbrueckii	4359_202961	h	1
Tblattae	4227_212023	h	Tblattae	4236_54182	h	1
Lthermotolerans	4227_211974	h	Lthermotolerans	4236_54145	h	1
Cglabrata	1302_231164	t	Cglabrata	3265_216131	t	1
Tblattae	2743_40081	h	Tblattae	2744_48776	t	1
Tphaffii	2743_40078	h	Tphaffii	2744_48775	t	1
node_12	2743_40077	h	node_12	2744_48774	t	1
Ndairenensis	2743_40076	h	Ndairenensis	2744_48773	t	1
Ncastellii	2743_40075	h	Ncastellii	2744_48772	t	1
node_11	2743_40074	h	node_11	2744_48771	t	1
Knaganishii	2743_40073	h	Knaganishii	2744_48770	t	1
Kafricana	2743_40072	h	Kafricana	2744_48769	t	1
node_10	2743_40071	h	node_10	2744_48768	t	1
node_9	2743_40070	h	node_9	2744_48767	t	1
Scerevisiae	2743_40069	h	Scerevisiae	2744_48766	t	1
Cglabrata	2743_40068	h	Cglabrata	2744_48765	t	1
node_8	2743_40067	h	node_8	2744_48764	t	1
node_7	2743_40066	h	node_7	2744_48763	t	1
node_6	2743_40065	h	node_6	2744_48762	t	1
Tdelbrueckii	2743_40064	h	Tdelbrueckii	2744_48761	t	1
Zrouxii	2743_40063	h	Zrouxii	2744_48760	t	1
node_5	2743_40062	h	node_5	2744_48759	t	1
node_4	2743_40061	h	node_4	2744_48758	t	1
Klactis	2743_40060	h	Klactis	2744_48757	t	1
Egossypii	2743_40059	h	Egossypii	2744_48756	t	1
Ecymbalariae	2743_40058	h	Ecymbalariae	2744_48755	t	1
node_3	2743_40057	h	node_3	2744_48754	t	1
node_2	2743_40056	h	node_2	2744_48753	t	1
Lkluyveri	2743_40055	h	Lkluyveri	2744_48752	t	1
Lthermotolerans	2743_40054	h	Lthermotolerans	2744_48751	t	1
node_1	2743_40053	h	node_1	2744_48750	t	1
node_0	2743_40052	h	node_0	2744_48749	t	1
Tblattae	4076_166963	h	Tblattae	4385_179516	h	1
Zrouxii	867_65967	t	Zrouxii	1398_105333	h	1
Tblattae	1719_72670	h	Tblattae	1721_112494	t	1
Tphaffii	1719_72669	h	Tphaffii	1721_112505	t	1
Ndairenensis	1719_72667	h	Ndairenensis	1721_112502	t	1
Ncastellii	1719_72666	h	Ncastellii	1721_112501	t	1
Knaganishii	1719_72664	h	Knaganishii	1721_112491	t	1
Kafricana	1719_72663	h	Kafricana	1721_112490	t	1
Tdelbrueckii	1719_72655	h	Tdelbrueckii	1721_112481	t	1
Zrouxii	1719_72654	h	Zrouxii	1721_112480	t	1
node_5	1719_72653	h	node_5	1721_112479	t	1
node_4	1719_72652	h	node_4	1721_112478	t	1
Klactis	1719_72651	h	Klactis	1721_112468	t	1
Egossypii	1719_72650	h	Egossypii	1721_112477	t	1
Ecymbalariae	1719_72649	h	Ecymbalariae	1721_112476	t	1
Lthermotolerans	1719_72645	h	Lthermotolerans	1721_112471	t	1
Tblattae	2862_1903	h	Tblattae	2872_83676	t	1
Ndairenensis	2862_1900	h	Ndairenensis	2872_83685	t	1
Ncastellii	2862_1899	h	Ncastellii	2872_83684	t	1
Tphaffii	2862_1890	h	Tphaffii	2872_83675	t	1
Tdelbrueckii	2862_1885	h	Tdelbrueckii	2872_83707	t	1
Zrouxii	2862_1884	h	Zrouxii	2872_83646	t	1
Knaganishii	2862_1881	h	Knaganishii	2872_83663	t	1
Scerevisiae	2862_1876	h	Scerevisiae	2872_83692	t	1
Kafricana	2862_1866	h	Kafricana	2872_83673	t	1
Klactis	2862_1852	h	Klactis	2872_83641	t	1
Egossypii	2862_1851	h	Egossypii	2872_83702	t	1
Ecymbalariae	2862_1850	h	Ecymbalariae	2872_83701	t	1
node_3	2862_1849	h	node_3	2872_83700	t	1
Lkluyveri	2862_1847	h	Lkluyveri	2872_83714	t	1
Lthermotolerans	2862_1846	h	Lthermotolerans	2872_83697	t	1
Lkluyveri	398_102908	t	Lkluyveri	4301_185914	h	1
Ncastellii	123_106178	h	Ncastellii	3569_9087	t	1
Tdelbrueckii	123_106170	h	Tdelbrueckii	3569_9076	t	1
Tblattae	123_106166	h	Tblattae	3569_9091	t	1
Tphaffii	123_106165	h	Tphaffii	3569_9090	t	1
Knaganishii	123_106161	h	Knaganishii	3569_9066	t	1
Kafricana	123_106160	h	Kafricana	3569_9085	t	1
Klactis	123_106136	h	Klactis	3569_9072	t	1
Lkluyveri	123_106133	h	Lkluyveri	3569_9098	t	1
Egossypii	123_106129	h	Egossypii	3569_9055	t	1
Ecymbalariae	123_106128	h	Ecymbalariae	3569_9054	t	1
node_3	123_106127	h	node_3	3569_9053	t	1
Lthermotolerans	123_106124	h	Lthermotolerans	3569_9050	t	1
Tblattae	446_158825	t	Tblattae	449_124662	h	1
Tdelbrueckii	1570_94385	h	Tdelbrueckii	3345_114906	t	1
Zrouxii	1570_94384	h	Zrouxii	3345_114905	t	1
Ndairenensis	1570_94362	h	Ndairenensis	3345_114918	t	1
Ncastellii	1570_94361	h	Ncastellii	3345_114917	t	1
Tphaffii	1570_94346	h	Tphaffii	3345_114920	t	1
Kafricana	1570_94339	h	Kafricana	3345_114914	t	1
Egossypii	1570_94329	h	Egossypii	3345_114901	t	1
Ecymbalariae	1570_94328	h	Ecymbalariae	3345_114900	t	1
Lkluyveri	1570_94324	h	Lkluyveri	3345_114897	t	1
Lthermotolerans	1570_94323	h	Lthermotolerans	3345_114896	t	1
Klactis	1570_94320	h	Klactis	3345_114902	t	1
Tdelbrueckii	3291_41921	h	Tdelbrueckii	3608_171752	h	1
Zrouxii	3291_41920	h	Zrouxii	3608_171751	h	1
Klactis	3291_41917	h	Klactis	3608_171720	h	1
Ecymbalariae	3291_41915	h	Ecymbalariae	3608_171718	h	1
Lkluyveri	3291_41912	h	Lkluyveri	3608_171715	h	1
Lthermotolerans	3291_41911	h	Lthermotolerans	3608_171714	h	1
node_1	3291_41910	h	node_1	3608_171713	h	1
Tblattae	305_39716	h	Tblattae	2776_186154	h	1
Knaganishii	2768_16023	h	Knaganishii	2780_151359	t	1
Kafricana	2768_16022	h	Kafricana	2780_151358	t	1
Egossypii	1197_67233	t	Egossypii	2476_95343	h	1
Tblattae	3009_88223	h	Tblattae	3765_222016	t	1
Tdelbrueckii	3009_88210	h	Tdelbrueckii	3765_221995	t	1
Ndairenensis	3009_88195	h	Ndairenensis	3765_222004	t	1
Knaganishii	3009_88192	h	Knaganishii	3765_222013	t	1
Egossypii	3009_88181	h	Egossypii	3765_221990	t	1
Ecymbalariae	3009_88180	h	Ecymbalariae	3765_221989	t	1
Lthermotolerans	3009_88176	h	Lthermotolerans	3765_221985	t	1
Scerevisiae	4564_47916	t	Scerevisiae	4565_24503	h	1
Cglabrata	4564_47889	t	Cglabrata	4565_24509	h	1
Scerevisiae	712_161964	h	Scerevisiae	713_211832	t	1
Lthermotolerans	18_176051	t	Lthermotolerans	3408_20884	t	1
Tphaffii	1573_233735	h	Tphaffii	3344_12849	t	1
Ndairenensis	1573_233733	h	Ndairenensis	3344_12857	t	1
Ncastellii	1573_233732	h	Ncastellii	3344_12856	t	1
Knaganishii	1573_233730	h	Knaganishii	3344_12837	t	1
Kafricana	1573_233729	h	Kafricana	3344_12846	t	1
Cglabrata	1573_233725	h	Cglabrata	3344_12869	t	1
Tdelbrueckii	1573_233721	h	Tdelbrueckii	3344_12825	t	1
Zrouxii	1573_233720	h	Zrouxii	3344_12824	t	1
Egossypii	1573_233716	h	Egossypii	3344_12819	t	1
Ecymbalariae	1573_233715	h	Ecymbalariae	3344_12818	t	1
Lkluyveri	1573_233712	h	Lkluyveri	3344_12815	t	1
Lthermotolerans	1573_233711	h	Lthermotolerans	3344_12814	t	1
node_1	1573_233710	h	node_1	3344_12813	t	1
Ndairenensis	2961_104471	t	Ndairenensis	3875_167386	h	1
Ncastellii	2961_104470	t	Ncastellii	3875_167385	h	1
Klactis	744_226768	h	Klactis	1907_172182	h	1
Kafricana	3586_81125	h	Kafricana	3596_45967	h	1
Ndairenensis	3586_81115	h	Ndairenensis	3596_45971	h	1
Ncastellii	3586_81114	h	Ncastellii	3596_45970	h	1
Scerevisiae	3586_81108	h	Scerevisiae	3596_45964	h	1
Cglabrata	3586_81107	h	Cglabrata	3596_45963	h	1
node_8	3586_81106	h	node_8	3596_45962	h	1
Tdelbrueckii	3586_81091	h	Tdelbrueckii	3596_45959	h	1
Zrouxii	3586_81090	h	Zrouxii	3596_45958	h	1
node_5	3586_81089	h	node_5	3596_45957	h	1
node_4	3586_81088	h	node_4	3596_45956	h	1
Klactis	3586_81087	h	Klactis	3596_45955	h	1
Egossypii	3586_81086	h	Egossypii	3596_45954	h	1
Ecymbalariae	3586_81085	h	Ecymbalariae	3596_45953	h	1
node_3	3586_81084	h	node_3	3596_45952	h	1
node_2	3586_81083	h	node_2	3596_45951	h	1
Lkluyveri	3586_81082	h	Lkluyveri	3596_45950	h	1
Lthermotolerans	3586_81081	h	Lthermotolerans	3596_45949	h	1
node_1	3586_81080	h	node_1	3596_45948	h	1
node_0	3586_81079	h	node_0	3596_45947	h	1
Klactis	1951_207576	h	Klactis	4920_122482	t	1
Scerevisiae	1671_135996	h	Scerevisiae	1672_24658	h	1
Cglabrata	1671_135995	h	Cglabrata	1672_24676	h	1
Tphaffii	3604_164437	h	Tphaffii	3605_189418	t	1
Ndairenensis	2259_2487	t	Ndairenensis	2261_145717	t	1
Ncastellii	2259_2486	t	Ncastellii	2261_145716	t	1
Tphaffii	2259_2479	t	Tphaffii	2261_145737	t	1
Cglabrata	2259_2476	t	Cglabrata	2261_145735	t	1
Knaganishii	2259_2469	t	Knaganishii	2261_145714	t	1
Kafricana	2259_2468	t	Kafricana	2261_145713	t	1
Scerevisiae	2259_2464	t	Scerevisiae	2261_145710	t	1
Tdelbrueckii	2259_2457	t	Tdelbrueckii	2261_145729	t	1
Zrouxii	2259_2456	t	Zrouxii	2261_145728	t	1
node_5	2259_2455	t	node_5	2261_145727	t	1
Klactis	2259_2453	t	Klactis	2261_145725	t	1
Ecymbalariae	2259_2451	t	Ecymbalariae	2261_145702	t	1
Lkluyveri	2259_2448	t	Lkluyveri	2261_145722	t	1
Lthermotolerans	2259_2447	t	Lthermotolerans	2261_145721	t	1
node_1	2259_2446	t	node_1	2261_145720	t	1
Tphaffii	402_108071	h	Tphaffii	1901_33376	h	1
Egossypii	402_108064	h	Egossypii	1901_33344	h	1
Ecymbalariae	402_108063	h	Ecymbalariae	1901_33343	h	1
Tdelbrueckii	402_108027	h	Tdelbrueckii	1901_33350	h	1
Zrouxii	402_108026	h	Zrouxii	1901_33349	h	1
Klactis	402_108023	h	Klactis	1901_33345	h	1
Knaganishii	725_133835	t	Knaganishii	3980_134001	h	1
Tdelbrueckii	725_133815	t	Tdelbrueckii	3980_133992	h	1
Zrouxii	725_133814	t	Zrouxii	3980_133991	h	1
node_5	725_133813	t	node_5	3980_133990	h	1
Klactis	725_133811	t	Klactis	3980_133988	h	1
Lthermotolerans	725_133805	t	Lthermotolerans	3980_133984	h	1
Ncastellii	4436_118242	h	Ncastellii	4439_195762	h	1
Egossypii	443_208308	h	Egossypii	1743_106408	t	1
Ecymbalariae	443_208307	h	Ecymbalariae	1743_106407	t	1
Ecymbalariae	1902_210134	h	Ecymbalariae	4879_55272	h	1
Ndairenensis	3036_132196	t	Ndairenensis	3037_85726	h	1
Ncastellii	3036_132195	t	Ncastellii	3037_85742	h	1
Knaganishii	3036_132193	t	Knaganishii	3037_85739	h	1
Kafricana	3036_132192	t	Kafricana	3037_85723	h	1
Tdelbrueckii	3036_132186	t	Tdelbrueckii	3037_85705	h	1
Zrouxii	3036_132185	t	Zrouxii	3037_85704	h	1
Scerevisiae	3036_132182	t	Scerevisiae	3037_85735	h	1
Cglabrata	3036_132181	t	Cglabrata	3037_85713	h	1
Klactis	3036_132172	t	Klactis	3037_85701	h	1
Egossypii	3036_132171	t	Egossypii	3037_85696	h	1
Ecymbalariae	3036_132170	t	Ecymbalariae	3037_85695	h	1
Lkluyveri	3036_132167	t	Lkluyveri	3037_85691	h	1
Lthermotolerans	3036_132166	t	Lthermotolerans	3037_85690	h	1
Scerevisiae	3382_202769	t	Scerevisiae	3394_75934	h	1
Knaganishii	575_72347	h	Knaganishii	577_53546	h	1
Cglabrata	575_72342	h	Cglabrata	577_53540	h	1
Egossypii	2770_24447	h	Egossypii	4163_190325	t	1
Ndairenensis	1622_84480	h	Ndairenensis	1627_47138	t	1
Klactis	2273_176030	h	Klactis	4876_124713	t	1
Lkluyveri	2273_176025	h	Lkluyveri	4876_124710	t	1
Lthermotolerans	2273_176024	h	Lthermotolerans	4876_124709	t	1
Tblattae	1066_201618	t	Tblattae	4108_168919	t	1
Ndairenensis	855_55072	t	Ndairenensis	2517_149021	h	1
Ncastellii	855_55071	t	Ncastellii	2517_149020	h	1
Tblattae	855_55062	t	Tblattae	2517_148999	h	1
Tphaffii	855_55061	t	Tphaffii	2517_149010	h	1
